data	mut	pop	gene	ind	ploidy	rep	method	rf
M201	5.00E-08	1.00E+05	2000	1	1	1	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	2	wASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	3	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	4	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	5	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	6	wASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	7	wASTRAL	0
M201	5.00E-08	1.00E+05	2000	1	1	8	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	9	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	10	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	11	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	12	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	13	wASTRAL	7
M201	5.00E-08	1.00E+05	2000	1	1	14	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	15	wASTRAL	7
M201	5.00E-08	1.00E+05	2000	1	1	16	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	17	wASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	18	wASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	19	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	20	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	21	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	22	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	23	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	24	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	25	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	26	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	27	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	28	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	29	wASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	30	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	31	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	32	wASTRAL	0
M201	5.00E-08	1.00E+05	2000	1	1	33	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	34	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	35	wASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	36	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	37	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	38	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	39	wASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	40	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	41	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	42	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	43	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	44	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	45	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	46	wASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	47	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	48	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	49	wASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	50	wASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	1	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	2	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	3	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	4	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	5	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	6	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	7	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	8	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	9	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	10	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	11	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	12	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	13	CASTER-site	7
M201	5.00E-08	1.00E+05	2000	1	1	14	CASTER-site	1
M201	5.00E-08	1.00E+05	2000	1	1	15	CASTER-site	6
M201	5.00E-08	1.00E+05	2000	1	1	16	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	17	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	18	CASTER-site	8
M201	5.00E-08	1.00E+05	2000	1	1	19	CASTER-site	0
M201	5.00E-08	1.00E+05	2000	1	1	20	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	21	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	22	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	23	CASTER-site	6
M201	5.00E-08	1.00E+05	2000	1	1	24	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	25	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	26	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	27	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	28	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	29	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	30	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	31	CASTER-site	0
M201	5.00E-08	1.00E+05	2000	1	1	32	CASTER-site	0
M201	5.00E-08	1.00E+05	2000	1	1	33	CASTER-site	5
M201	5.00E-08	1.00E+05	2000	1	1	34	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	35	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	36	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	37	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	38	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	39	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	40	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	41	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	42	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	43	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	44	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	45	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	46	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	47	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	48	CASTER-site	3
M201	5.00E-08	1.00E+05	2000	1	1	49	CASTER-site	2
M201	5.00E-08	1.00E+05	2000	1	1	50	CASTER-site	4
M201	5.00E-08	1.00E+05	2000	1	1	1	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	2	CASTER-pair	0
M201	5.00E-08	1.00E+05	2000	1	1	3	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	4	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	5	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	6	CASTER-pair	7
M201	5.00E-08	1.00E+05	2000	1	1	7	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	8	CASTER-pair	5
M201	5.00E-08	1.00E+05	2000	1	1	9	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	10	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	11	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	12	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	13	CASTER-pair	5
M201	5.00E-08	1.00E+05	2000	1	1	14	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	15	CASTER-pair	7
M201	5.00E-08	1.00E+05	2000	1	1	16	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	17	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	18	CASTER-pair	6
M201	5.00E-08	1.00E+05	2000	1	1	19	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	20	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	21	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	22	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	23	CASTER-pair	5
M201	5.00E-08	1.00E+05	2000	1	1	24	CASTER-pair	0
M201	5.00E-08	1.00E+05	2000	1	1	25	CASTER-pair	0
M201	5.00E-08	1.00E+05	2000	1	1	26	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	27	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	28	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	29	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	30	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	31	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	32	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	33	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	34	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	35	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	36	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	37	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	38	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	39	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	40	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	41	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	42	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	43	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	44	CASTER-pair	1
M201	5.00E-08	1.00E+05	2000	1	1	45	CASTER-pair	3
M201	5.00E-08	1.00E+05	2000	1	1	46	CASTER-pair	4
M201	5.00E-08	1.00E+05	2000	1	1	47	CASTER-pair	0
M201	5.00E-08	1.00E+05	2000	1	1	48	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	49	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	50	CASTER-pair	2
M201	5.00E-08	1.00E+05	2000	1	1	1	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	2	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	3	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	4	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	5	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	6	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	7	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	8	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	9	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	10	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	11	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	12	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	13	ASTRAL	7
M201	5.00E-08	1.00E+05	2000	1	1	14	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	15	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	16	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	17	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	18	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	19	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	20	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	21	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	22	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	23	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	24	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	25	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	26	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	27	ASTRAL	9
M201	5.00E-08	1.00E+05	2000	1	1	28	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	29	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	30	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	31	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	32	ASTRAL	0
M201	5.00E-08	1.00E+05	2000	1	1	33	ASTRAL	6
M201	5.00E-08	1.00E+05	2000	1	1	34	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	35	ASTRAL	0
M201	5.00E-08	1.00E+05	2000	1	1	36	ASTRAL	3
M201	5.00E-08	1.00E+05	2000	1	1	37	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	38	ASTRAL	2
M201	5.00E-08	1.00E+05	2000	1	1	39	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	40	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	41	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	42	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	43	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	44	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	45	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	46	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	47	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	48	ASTRAL	5
M201	5.00E-08	1.00E+05	2000	1	1	49	ASTRAL	1
M201	5.00E-08	1.00E+05	2000	1	1	50	ASTRAL	4
M201	5.00E-08	1.00E+05	2000	1	1	1	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	2	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	3	RAxML-ng	7
M201	5.00E-08	1.00E+05	2000	1	1	4	RAxML-ng	6
M201	5.00E-08	1.00E+05	2000	1	1	5	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	6	RAxML-ng	7
M201	5.00E-08	1.00E+05	2000	1	1	7	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	8	RAxML-ng	6
M201	5.00E-08	1.00E+05	2000	1	1	9	RAxML-ng	5
M201	5.00E-08	1.00E+05	2000	1	1	10	RAxML-ng	5
M201	5.00E-08	1.00E+05	2000	1	1	11	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	12	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	13	RAxML-ng	8
M201	5.00E-08	1.00E+05	2000	1	1	14	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	15	RAxML-ng	6
M201	5.00E-08	1.00E+05	2000	1	1	16	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	17	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	18	RAxML-ng	8
M201	5.00E-08	1.00E+05	2000	1	1	19	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	20	RAxML-ng	1
M201	5.00E-08	1.00E+05	2000	1	1	21	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	22	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	23	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	24	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	25	RAxML-ng	5
M201	5.00E-08	1.00E+05	2000	1	1	26	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	27	RAxML-ng	5
M201	5.00E-08	1.00E+05	2000	1	1	28	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	29	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	30	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	31	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	32	RAxML-ng	1
M201	5.00E-08	1.00E+05	2000	1	1	33	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	34	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	35	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	36	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	37	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	38	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	39	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	40	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	41	RAxML-ng	6
M201	5.00E-08	1.00E+05	2000	1	1	42	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	43	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	44	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	45	RAxML-ng	1
M201	5.00E-08	1.00E+05	2000	1	1	46	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	47	RAxML-ng	2
M201	5.00E-08	1.00E+05	2000	1	1	48	RAxML-ng	3
M201	5.00E-08	1.00E+05	2000	1	1	49	RAxML-ng	4
M201	5.00E-08	1.00E+05	2000	1	1	50	RAxML-ng	3
M201	5.00E-08	1.00E+05	1000	1	1	1	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	2	wASTRAL	0
M201	5.00E-08	1.00E+05	1000	1	1	3	wASTRAL	6
M201	5.00E-08	1.00E+05	1000	1	1	4	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	5	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	6	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	7	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	8	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	9	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	10	wASTRAL	6
M201	5.00E-08	1.00E+05	1000	1	1	11	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	12	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	13	wASTRAL	7
M201	5.00E-08	1.00E+05	1000	1	1	14	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	15	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	16	wASTRAL	1
M201	5.00E-08	1.00E+05	1000	1	1	17	wASTRAL	1
M201	5.00E-08	1.00E+05	1000	1	1	18	wASTRAL	7
M201	5.00E-08	1.00E+05	1000	1	1	19	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	20	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	21	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	22	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	23	wASTRAL	8
M201	5.00E-08	1.00E+05	1000	1	1	24	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	25	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	26	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	27	wASTRAL	8
M201	5.00E-08	1.00E+05	1000	1	1	28	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	29	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	30	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	31	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	32	wASTRAL	1
M201	5.00E-08	1.00E+05	1000	1	1	33	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	34	wASTRAL	1
M201	5.00E-08	1.00E+05	1000	1	1	35	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	36	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	37	wASTRAL	4
M201	5.00E-08	1.00E+05	1000	1	1	38	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	39	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	40	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	41	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	42	wASTRAL	2
M201	5.00E-08	1.00E+05	1000	1	1	43	wASTRAL	6
M201	5.00E-08	1.00E+05	1000	1	1	44	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	45	wASTRAL	3
M201	5.00E-08	1.00E+05	1000	1	1	46	wASTRAL	5
M201	5.00E-08	1.00E+05	1000	1	1	47	wASTRAL	2
